code,name
5188,CHINA OUHUA WINERY HOLDINGS LIMITED
5190,BENALEC HOLDINGS BERHAD
5191,TAMBUN INDAH LAND BERHAD
5192,K.SENG SENG CORPORATION BERHAD
5195,CENSOF HOLDINGS BERHAD
5196,BERJAYA FOOD BERHAD
5197,FOCUS LUMBER BERHAD
5198,ABM FUJIYA BERHAD
5199,HIBISCUS PETROLEUM BERHAD
5200,UOA DEVELOPMENT BHD
5202,MSM MALAYSIA HOLDINGS BERHAD
5204,PRESTARIANG BERHAD
5205,EVERSENDAI CORPORATION BERHAD
5207,SBC CORPORATION BERHAD
5208,EITA RESOURCES BERHAD
5209,GAS MALAYSIA BERHAD
5210,BUMI ARMADA BERHAD
5211,SUNWAY BERHAD
5212,PAVILION REAL ESTATE INV TRUST
5213,SENTORIA GROUP BERHAD
5216,DATASONIC GROUP BERHAD
5218,SAPURA ENERGY BERHAD
5219,PESTECH INTERNATIONAL BERHAD
5220,GLOBALTEC FORMATION BERHAD
5222,FGV HOLDINGS BERHAD
5223,MENTIGA CORPORATION BERHAD
5225,IHH HEALTHCARE BERHAD
5226,GABUNGAN AQRS BERHAD
5227,IGB REAL ESTATE INVESTMENT TRUST
5228,ELK-DESA RESOURCES BERHAD
5229,CHINA AUTOMOBILE PARTS HOLDINGS LIMITED
5230,TUNE PROTECT GROUP BERHAD
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD
5232,LEON FUAT BERHAD
5235SS,KLCC REAL ESTATE INVESTMENT TRUST
5236,MATRIX CONCEPTS HOLDINGS BERHAD
5237,MPHB Capital Berhad
5238,AirAsia X Berhad
5239,TITIJAYA LAND BERHAD
5242,SOLID AUTOMOTIVE BERHAD
5243,VELESTO ENERGY BERHAD
5246,WESTPORTS HOLDINGS BERHAD
5247,KAREX BERHAD
5248,BERMAZ AUTO BERHAD
5249,IOI PROPERTIES GROUP BERHAD
5250,7-ELEVEN MALAYSIA HOLDINGS BERHAD
5252,SASBADI HOLDINGS BERHAD
5253,ECONPILE HOLDINGS BERHAD
5254,BOUSTEAD PLANTATIONS BERHAD
5255,ICON OFFSHORE BERHAD
5256,REACH ENERGY BERHAD
5257,CARIMIN PETROLEUM BERHAD
5258,BIMB HOLDINGS BERHAD
5259,E.A.TECHNIQUE (M) BERHAD
5260,ONLY WORLD GROUP HOLDINGS BERHAD
5263,SUNWAY CONSTRUCTION GROUP BERHAD
5264,MALAKOFF CORPORATION BERHAD
5265,DOLPHIN INTERNATIONAL BERHAD
5267,XIN HWA HOLDINGS BERHAD
5268,IKHMAS JAYA GROUP BERHAD
5269,AL-SALAM REAL ESTATE INVESTMENT TRUST
5270,RED SENA BERHAD
5271,PECCA GROUP BERHAD
5272,RANHILL HOLDINGS BERHAD
5273,CHIN HIN GROUP BERHAD
5274,HONG LEONG CAPITAL BERHAD
5275,MYNEWS HOLDINGS BERHAD
5276,DANCOMECH HOLDINGS BERHAD
5277,FOUNDPAC GROUP BERHAD
5278,RHONE MA HOLDINGS BERHAD
5279,SERBA DINAMIK HOLDINGS BERHAD
5280,KIP REAL ESTATE INVESTMENT TRUST
5281,ADVANCECON HOLDINGS BERHAD
5283,ECO WORLD INTERNATIONAL BERHAD
5284,LOTTE CHEMICAL TITAN HOLDING BERHAD
5285,SIME DARBY PLANTATION BERHAD
5286,MI TECHNOVATION BERHAD
5288,SIME DARBY PROPERTY BERHAD
5289,TECHBOND GROUP BERHAD
5291,HPMT HOLDINGS BERHAD
5292,UWC BERHAD
5293,AME ELITE CONSORTIUM BERHAD
5295,INNATURE BERHAD
5296,MR D.I.Y. GROUP (M) BERHAD
5297,TUJU SETIA BERHAD
5298,OM HOLDINGS LIMITED
5299,IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST
5300,YENHER HOLDINGS BERHAD
5301,CTOS DIGITAL BERHAD
5347,TENAGA NASIONAL BHD
5371,KIM HIN INDUSTRY BERHAD
5398,GAMUDA BERHAD
5401,TROPICANA CORPORATION BERHAD
5436,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD
5517,SHANGRI-LA HOTELS (MALAYSIA) BERHAD
5533,OCB BERHAD
5568,APB RESOURCES BERHAD
5576,MINHO (M) BERHAD
5592,GRAND CENTRAL ENTERPRISES BHD
5606,IGB BERHAD
5614,INTEGRATED LOGISTICS BHD
5622,PIMPINAN EHSAN BERHAD
5649,GOLDEN PHAROS BERHAD
5657,PARKSON HOLDINGS BERHAD
5665,SOUTHERN STEEL BERHAD
5673,IPMUDA BERHAD
5681,PETRONAS DAGANGAN BHD
5703,MUHIBBAH ENGINEERING (M) BHD
5738,COUNTRY HEIGHTS HOLDINGS BHD
5789,LBS BINA GROUP BERHAD
5797,CHOO BEE METAL INDUSTRIES BHD
5819,HONG LEONG BANK BERHAD
5827,ORIENTAL INTEREST BERHAD
5835,DOLOMITE CORPORATION BERHAD
5843,KUMPULAN PERANGSANG SELANGOR BERHAD
5878,KPJ HEALTHCARE BERHAD
5908,DKSH HOLDINGS (MALAYSIA) BERHAD
5916,MALAYSIA SMELTING CORPORATION BERHAD
5932,BINA PURI HOLDINGS BHD
5983,MBM RESOURCES BHD
6009,PACIFIC & ORIENT BERHAD
6012,MAXIS BERHAD
6017,SHL CONSOLIDATED BHD
6033,PETRONAS GAS BERHAD
6041,FARLIM GROUP (MALAYSIA) BHD
6068,PCCS GROUP BERHAD
6076,ENCORP BERHAD
6084,STAR MEDIA GROUP BERHAD
6114,MKH BERHAD
6139,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD
6149,METROD HOLDINGS BERHAD
6173,BINA DARULAMAN BERHAD
6181,MALTON BERHAD
6203,KHEE SAN BERHAD
6211,KIA LIM BERHAD
6238,HOCK SENG LEE BERHAD
6254,PDZ HOLDINGS BHD
6262,INNOPRISE PLANTATIONS BERHAD
6297,BOX-PAK (MALAYSIA) BERHAD
6351,AMWAY (MALAYSIA) HOLDINGS BERHAD
6378,WMG HOLDINGS BERHAD
6399,ASTRO MALAYSIA HOLDINGS BERHAD
6432,APOLLO FOOD HOLDINGS BERHAD
6459,MNRB HOLDINGS BERHAD
6483,KENANGA INVESTMENT BANK BERHAD
6491,KUMPULAN FIMA BERHAD
6521,SURIA CAPITAL HOLDINGS BERHAD
6548,MALAYSIA PACIFIC CORPORATION BERHAD
6556,ANN JOO RESOURCES BERHAD
6599,AEON CO. (M) BHD
6602,BCB BERHAD
6633,LEONG HUP INTERNATIONAL BERHAD
6637,PNE PCB BERHAD
6645,LINGKARAN TRANS KOTA HOLDINGS BERHAD
6718,CRESCENDO CORPORATION BERHAD
6742,YTL POWER INTERNATIONAL BHD
6769,JKG LAND BERHAD
6807,PUNCAK NIAGA HOLDINGS BERHAD
6815,EUPE CORPORATION BERHAD
6874,KUB MALAYSIA BERHAD
6888,AXIATA GROUP BERHAD
6904,SUBUR TIASA HOLDINGS BERHAD
6912,PASDEC HOLDINGS BERHAD
6939,FIAMMA HOLDINGS BERHAD
6947,DIGI.COM BERHAD
6963,V.S. INDUSTRY BERHAD
6971,KOBAY TECHNOLOGY BERHAD
6998,BINTAI KINDEN CORPORATION BERHAD
7003,Y&G CORPORATION BHD
7004,MCE HOLDINGS BERHAD
7005,B.I.G. INDUSTRIES BERHAD
7006,LATITUDE TREE HOLDINGS BERHAD
7007,ARK RESOURCES HOLDINGS BERHAD
7010,GRAND HOOVER BERHAD
7013,HUBLINE BERHAD
7014,YLI HOLDINGS BERHAD
7016,CHUAN HUAT RESOURCES BHD
7017,KOMARKCORP BERHAD
7018,CME GROUP BERHAD
7020,YKGI HOLDINGS BERHAD
7022,GLOBETRONICS TECHNOLOGY BERHAD
7025,WOODLANDOR HOLDINGS BHD
7028,ZECON BERHAD
7029,MASTER-PACK GROUP BERHAD
7031,AMTEL HOLDINGS BERHAD
7033,KUMPULAN H & L HIGH-TECH BERHAD
7034,THONG GUAN INDUSTRIES BERHAD
7035,CCK CONSOLIDATED HOLDINGS BERHAD
7036,BORNEO OIL BERHAD
7043,JADE MARVEL GROUP BERHAD
7045,SCOMI ENERGY SERVICES BHD
7047,FAJARBARU BUILDER GROUP BHD
7048,ATLAN HOLDINGS BHD
7050,WONG ENGINEERING CORPORATION BERHAD
7052,PADINI HOLDINGS BERHAD
7053,SEE HUP CONSOLIDATED BERHAD
7054,ASTRAL ASIA BERHAD
7055,PLB ENGINEERING BERHAD
7060,NEW HOONG FATT HOLDINGS BERHAD
7062,KHIND HOLDINGS BERHAD
7066,YONG TAI BERHAD
7070,VIZIONE HOLDINGS BERHAD
7071,OCR GROUP BERHAD
7073,SEACERA GROUP BERHAD
7076,CB INDUSTRIAL PRODUCT HOLDING BERHAD
7077,GSB GROUP BERHAD
7078,AHMAD ZAKI RESOURCES BERHAD
7079,TIGER SYNERGY BERHAD
7080,PERMAJU INDUSTRIES BERHAD
7081,PHARMANIAGA BERHAD
7082,SYF RESOURCES BERHAD
7083,ANALABS RESOURCES BERHAD
7084,QL RESOURCES BERHAD
7085,LTKM BERHAD
7086,ABLEGROUP BERHAD
7087,MAGNI-TECH INDUSTRIES BERHAD
7088,POH HUAT RESOURCES HOLDINGS BERHAD
7089,LII HEN INDUSTRIES BHD.
7090,APEX HEALTHCARE BERHAD
7091,UNIMECH GROUP BERHAD
7094,EUROSPAN HOLDINGS BERHAD
7095,P.I.E. INDUSTRIAL BERHAD
7096,GPA HOLDINGS BERHAD
7097,TA WIN HOLDINGS BERHAD
7099,ATTA GLOBAL GROUP BERHAD
7100,UCHI TECHNOLOGIES BERHAD
7103,SPRITZER BHD
7105,HCK CAPITAL GROUP BERHAD
7106,SUPERMAX CORPORATION BERHAD
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD
7108,PERDANA PETROLEUM BERHAD
7113,TOP GLOVE CORPORATION BHD
7114,D'NONCE TECHNOLOGY BHD
7115,SKB SHUTTERS CORPORATION BERHAD
7117,CJ CENTURY LOGISTICS HOLDINGS BERHAD
7120,ACOUSTECH BERHAD
7121,XL HOLDINGS BERHAD
7123,PRICEWORTH INTERNATIONAL BERHAD
7128,CAM RESOURCES BERHAD
7129,ASIA FILE CORPORATION BHD
7130,KPOWER BERHAD
7131,ACME HOLDINGS BERHAD
7132,SMIS CORPORATION BERHAD
7133,UNITED U-LI CORPORATION BERHAD
7134,PWF CORPORATION BERHAD
7137,UMS HOLDINGS BERHAD
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD
7140,OKA CORPORATION BHD
7145,PRINSIPTEK CORPORATION BERHAD
7146,AE MULTI HOLDINGS BERHAD
7148,DUOPHARMA BIOTECH BERHAD
7149,ENG KAH CORPORATION BERHAD
7152,JAYCORP BERHAD
7153,KOSSAN RUBBER INDUSTRIES BERHAD
7154,CAELY HOLDINGS BHD
7155,SKP RESOURCES BHD
7157,CYL CORPORATION BERHAD
7158,SCOMI GROUP BERHAD
7160,PENTAMASTER CORPORATION BERHAD
7161,KERJAYA PROSPEK GROUP BERHAD
7162,ASTINO BERHAD
7163,PJBUMI BERHAD
7164,KNM GROUP BERHAD
7165,DWL RESOURCES BERHAD
7167,JOHORE TIN BERHAD
7168,PRG HOLDINGS BERHAD
7169,DOMINANT ENTERPRISE BERHAD
7170,LFE CORPORATION BERHAD
7172,PMB TECHNOLOGY BERHAD
7173,TOYO VENTURES HOLDINGS BERHAD
7174,CAB CAKARAN CORPORATION BERHAD
7176,TPC PLUS BERHAD
7178,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD
7179,LAGENDA PROPERTIES BERHAD
7180,SERN KOU RESOURCES BERHAD
7181,ARB BERHAD
7183,IRE-TEX CORPORATION BERHAD
7184,G3 GLOBAL BERHAD
7186,SWS CAPITAL BERHAD
7187,CHIN HIN GROUP PROPERTY BERHAD
7188,BTM RESOURCES BERHAD
7191,ADVENTA BERHAD
7192,GOODWAY INTEGRATED INDUSTRIES BERHAD
7195,COMINTEL CORPORATION BHD
7197,GE-SHEN CORPORATION BERHAD
7198,DPS RESOURCES BERHAD
7199,KEIN HING INTERNATIONAL BERHAD
7200,TEK SENG HOLDINGS BERHAD
7201,PROGRESSIVE IMPACT CORPORATION BERHAD
7202,CLASSIC SCENIC BERHAD
7203,WANG-ZHENG BERHAD
7204,D&O GREEN TECHNOLOGIES BERHAD
7205,COCOALAND HOLDINGS BERHAD
7206,TH HEAVY ENGINEERING BERHAD
7207,SUCCESS TRANSFORMER CORPORATION BERHAD
7208,EURO HOLDINGS BERHAD
7209,CHEETAH HOLDINGS BERHAD
7210,FREIGHT MANAGEMENT HOLDINGS BERHAD
7211,TAFI INDUSTRIES BERHAD
7212,DESTINI BERHAD
7214,A-RANK BERHAD
7215,NI HSIN RESOURCES BERHAD
7216,KAWAN FOOD BERHAD
7217,EONMETALL GROUP BERHAD
7218,TRANSOCEAN HOLDINGS BHD
7219,MINETECH RESOURCES BERHAD
7221,BSL CORPORATION BERHAD
7222,IMASPRO CORPORATION BERHAD
7223,JADI IMAGING HOLDINGS BERHAD
7225,P.A. RESOURCES BERHAD
7226,WATTA HOLDING BERHAD
7227,UMS-NEIKEN GROUP BERHAD
7228,T7 GLOBAL BERHAD
7229,FAVELLE FAVCO BERHAD
7230,TOMEI CONSOLIDATED BERHAD
7231,WELLCALL HOLDINGS BERHAD
7232,RESINTECH BERHAD
7233,DUFU TECHNOLOGY CORP. BERHAD
7234,MESB BERHAD
7235,SUPERLON HOLDINGS BERHAD
7237,POWER ROOT BERHAD
7239,SCANWOLF CORPORATION BERHAD
7240,VERTICE BERHAD
7241,NEXTGREEN GLOBAL BERHAD
7243,IMPIANA HOTELS BERHAD
7245,WZ SATU BERHAD
7246,SIGNATURE INTERNATIONAL BERHAD
7247,SCGM BHD
7248,SLP RESOURCES BERHAD
7249,EWEIN BERHAD
7250,UZMA BERHAD
7251,BARAKAH OFFSHORE PETROLEUM BERHAD
7252,TEO SENG CAPITAL BERHAD
7253,HANDAL ENERGY BERHAD
7277,DIALOG GROUP BERHAD
7285,TOMYPAK HOLDINGS BERHAD
7293,YINSON HOLDINGS BERHAD
7315,AHB HOLDINGS BERHAD
7323,KEN HOLDINGS BERHAD
7374,TIEN WAH PRESS HOLDINGS BERHAD
7382,GOLDEN LAND BERHAD
7412,SHH RESOURCES HOLDINGS BERHAD
7439,TECK GUAN PERDANA BERHAD
7471,EDEN INC. BERHAD
7498,RALCO CORPORATION BERHAD
7501,HARN LEN CORPORATION BHD
7528,DKLS INDUSTRIES BHD
7544,QUALITY CONCRETE HOLDINGS BERHAD
7579,AWC BERHAD
7595,MGB BERHAD
7609,AJIYA BERHAD
7617,MAGNA PRIMA BERHAD
7668,HAI-O ENTERPRISE BERHAD
7676,GUNUNG CAPITAL BERHAD
7692,WIDETECH (MALAYSIA) BERHAD
7722,ASIA BRANDS BERHAD
7757,UPA CORPORATION BHD
7765,RAPID SYNERGY BERHAD
7773,EP MANUFACTURING BHD
7803,RUBBEREX CORPORATION (M) BERHAD
7811,SAPURA INDUSTRIAL BERHAD
7854,TIMBERWELL BERHAD
7889,THRIVEN GLOBAL BERHAD
7935,MILUX CORPORATION BERHAD
7943,SAND NISKO CAPITAL BERHAD
7986,CN ASIA CORPORATION BHD
8044,COMPUTER FORMS (MALAYSIA) BERHAD
8052,CENTRAL GLOBAL BERHAD
8079,LEE SWEE KIAT GROUP BERHAD
8117,POLY GLASS FIBRE (M) BERHAD
8125,DAIBOCHI BERHAD
8133,BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD
8141,MAJUPERAK HOLDINGS BERHAD
8176,ATA IMS BERHAD
8192,MERCURY INDUSTRIES BERHAD
8206,ECO WORLD DEVELOPMENT GROUP BERHAD
8273,PUBLIC PACKAGES HOLDINGS BHD
8303,LOTUS KFM BERHAD
8311,PESONA METRO HOLDINGS BERHAD
8338,DATAPREP HOLDINGS BHD
8346,PERAK CORPORATION BERHAD
8362,KYM HOLDINGS BERHAD
8397,TIONG NAM LOGISTICS HOLDINGS BERHAD
8419,PANSAR BERHAD
8435,CONCRETE ENGINEERING PRODUCTS BERHAD
8443,HIL INDUSTRIES BERHAD
8478,HWA TAI INDUSTRIES BERHAD
8486,LION FOREST INDUSTRIES BERHAD
8494,LBI CAPITAL BERHAD
8524,TALIWORKS CORPORATION BERHAD
8532,PERTAMA DIGITAL BERHAD
8567,SALCON BERHAD
8583,MAH SING GROUP BERHAD
8591,CREST BUILDER HOLDINGS BERHAD
8605,FEDERAL INTERNATIONAL HOLDINGS BERHAD
8613,ENRA GROUP BERHAD
8621,LPI CAPITAL BHD
8648,JASA KITA BERHAD
8664,S P SETIA BERHAD
8672,KAMDAR GROUP (M) BERHAD
8702,TEXCHEM RESOURCES BERHAD
8745,LEWEKO RESOURCES BERHAD
8761,BREM HOLDING BERHAD
8834,IREKA CORPORATION BERHAD
8869,PRESS METAL ALUMINIUM HOLDINGS BERHAD
8877,EKOVEST BERHAD
8885,AVILLION BERHAD
8893,MK LAND HOLDINGS BERHAD
8907,EG INDUSTRIES BERHAD
8923,JIANKUN INTERNATIONAL BERHAD
8931,JERASIA CAPITAL BERHAD
8966,PROLEXUS BERHAD
8982,CEPATWAWASAN GROUP BERHAD
9008,OMESTI BERHAD
9016,EKSONS CORPORATION BERHAD
9059,TSH RESOURCES BERHAD
9075,THETA EDGE BERHAD
9083,KUMPULAN JETSON BERHAD
9091,EMICO HOLDINGS BERHAD
9113,ICONIC WORLDWIDE BERHAD
9121,KPS CONSORTIUM BERHAD
9148,ADVANCED PACKAGING TECHNOLOGY (M) BHD
9172,FORMOSA PROSONIC INDUSTRIES BERHAD
9199,LYSAGHT GALVANIZED STEEL BERHAD
9237,SARAWAK CONSOLIDATED INDUSTRIES BERHAD
9261,GADANG HOLDINGS BHD
9288,BONIA CORPORATION BERHAD
9296,RCE CAPITAL BERHAD
9318,FITTERS DIVERSIFIED BERHAD
9326,LB ALUMINIUM BERHAD
9334,KESM INDUSTRIES BERHAD
9342,ANZO HOLDINGS BERHAD
9369,TEO GUAN LEE CORPORATION BERHAD
9377,FSBM HOLDINGS BERHAD
9385,LAY HONG BERHAD
9393,INDUSTRONICS BERHAD
9407,PARAGON UNION BERHAD
9423,CWG HOLDINGS BERHAD
9431,SENI JAYA CORPORATION BERHAD
9466,KKB ENGINEERING BERHAD
9474,BRAHIM'S HOLDINGS BERHAD
9539,MULTI-USAGE HOLDINGS BERHAD
9571,MITRAJAYA HOLDINGS BERHAD
9598,PINTARAS JAYA BHD
9601,HO WAH GENTING BERHAD
9628,LEBTECH BERHAD
9679,WCT HOLDINGS BERHAD
9687,IDEAL UNITED BINTANG INTERNATIONAL BERHAD
9695,PLS PLANTATIONS BERHAD
9717,SYCAL VENTURES BERHAD
9741,ROHAS TECNIC BERHAD
9776,SINMAH CAPITAL BERHAD
9792,SEG INTERNATIONAL BHD
9806,NATIONWIDE EXPRESS HOLDINGS BERHAD
9814,BERTAM ALLIANCE BERHAD
9822,SAM ENGINEERING & EQUIPMENT (M) BERHAD
9873,PRESTAR RESOURCES BERHAD
9881,LEADER STEEL HOLDINGS BERHAD
9938,BRIGHT PACKAGING INDUSTRY BERHAD
9946,REX INDUSTRY BERHAD
9954,RGT BERHAD
9962,GROMUTUAL BERHAD
9997,PENSONIC HOLDINGS BERHAD
